S21 dB20 X,S21 dB20 Y
43400000000,2.927812181600695
43500000000,2.860679063912408
43600000000,2.791215060687815
43700000000,2.719446689569518
43800000000,2.64540437034478
43900000000,2.569122252883326
44000000000,2.490638027684406
44100000000,2.409992721141829
44200000000,2.32723047771147
44300000000,2.242398331285238
44400000000,2.155545968054308
44500000000,2.066725483168708
44600000000,1.975991133443809
44700000000,1.883399088306251
44800000000,1.789007181051378
44900000000,1.692874662385225
45000000000,1.595061958033008
45100000000,1.495630432105143
45200000000,1.394642157663377
45300000000,1.292159695795302
45400000000,1.188245884319058
45500000000,1.082963637034696
45600000000,0.9763757542802163
45700000000,0.8685447453593954
45800000000,0.7595326632517558
45900000000,0.6494009518759231
46000000000,0.5382103059713174
46100000000,0.4260205436241944
46200000000,0.3128904912930481
46300000000,0.1988778810427688
46400000000,0.08403925972851596
46500000000,-0.03157009032934315
46600000000,-0.1478962196356309
46700000000,-0.2648865692810153
46800000000,-0.3824900187523964
46900000000,-0.5006569243633217
47000000000,-0.6193391489308014
47100000000,-0.7384900832763491
47200000000,-0.8580646601997189
47300000000,-0.9780193615400091
47400000000,-1.098312218872588
47500000000,-1.218902808501218
47600000000,-1.33975224124047
47700000000,-1.460823147585389
47800000000,-1.582079658748118
47900000000,-1.703487384061526
48000000000,-1.825013385219706
48100000000,-1.946626147784384
48200000000,-2.068295550345466
48300000000,-2.189992831732217
48400000000,-2.311690556593501
48500000000,-2.433362579701055
48600000000,-2.554984009215282
48700000000,-2.676531169223629
48800000000,-2.797981561764969
48900000000,-2.919313828551052
49000000000,-3.040507712591356
49100000000,-3.161544019890334
49200000000,-3.282404581345745
49300000000,-3.403072215021094
49400000000,-3.523530688874488
49500000000,-3.643764684040787
49600000000,-3.763759758794789
49700000000,-3.883502313226364
49800000000,-4.002979554694732
49900000000,-4.122179464136204
50000000000,-4.241090763237874
50100000000,-4.359702882520612
50200000000,-4.478005930368507
50300000000,-4.59599066297724
50400000000,-4.713648455292761
50500000000,-4.83097127289209
50600000000,-4.947951644836689
50700000000,-5.064582637475693
50800000000,-5.180857829211789
50900000000,-5.296771286186052
51000000000,-5.412317538907074
51100000000,-5.527491559777854
51200000000,-5.642288741503476
51300000000,-5.75670487638706
51400000000,-5.870736136450322
51500000000,-5.984379054400184
51600000000,-6.097630505380422
51700000000,-6.210487689509348
51800000000,-6.3229481151656
51900000000,-6.435009583017718
52000000000,-6.546670170729301
52100000000,-6.657928218374067
52200000000,-6.768782314489172
52300000000,-6.87923128276553
52400000000,-6.989274169343352
52500000000,-7.098910230697344
52600000000,-7.208138922075603
52700000000,-7.31695988648386
52800000000,-7.425372944185444
52900000000,-7.533378082699724
53000000000,-7.640975447265653
53100000000,-7.748165331777132
53200000000,-7.854948170134701
53300000000,-7.961324528035054
53400000000,-8.06729509514385
53500000000,-8.172860677654654
53600000000,-8.278022191215753
53700000000,-8.382780654193949
53800000000,-8.487137181290858
53900000000,-8.591092977455318
54000000000,-8.694649332107238
54100000000,-8.797807613656294
54200000000,-8.900569264285801
54300000000,-9.002935795006961
54400000000,-9.104908780954357
54500000000,-9.206489856931734
54600000000,-9.307680713187345
54700000000,-9.408483091376082
54800000000,-9.508898780773983
54900000000,-9.608929614652821
55000000000,-9.708577466856491
55100000000,-9.807844248562077
55200000000,-9.906731905187709
55300000000,-10.00524241349171
